username,original_comment,comment,sentiment,label
byyyyyaann,habis semua hutan Indonesia,habis hutan indonesia,-1.6456,0
cabemerah0707,banjir2 penebangan pohon hewan2 pada punah ga ada tempat tinggal😳,banjir2 penebangan pohon hewan2 punah tersedia tinggal,-0.7327,0
cabotlove,"lihat Jepang\nkampung kampung nya jadi kampung terlantar karena mrk urbanisasi ke tokyo, nah\njakarta next gedung rumah besar jadi rongsokan",lihat jepang kampung kampung nya kampung terlantar mrk urbanisasi tokyo jakarta next gedung rumah rongsokan,-10.7577,0
cafeamazing,semua investornya aja lari!!siapa yg mau tinggal di tengah hutan😅,investornya larisiapa tinggal hutan,-0.0344,0
cahyoazz,mana ni info yg setuju.. biar berimbang..,nih info setuju biar berimbang,-0.2711,0
caknyakak,ttep beliau yg trbaik,ttep beliau terbaik,0.371,1
cakradwiputra,saya setuju supaya indonesia itu merata perkembangannya 😁,setuju indonesia merata perkembangannya,-0.3946,0
cali66network,pak jokowi....ada salam dari Pak Bambang tri...Pak😁,jokowiada salam bambang tripak,2.9596,1
callme_anand,"gw yakin yang ga setuju rata² org jakarta wkwk, gw dukung biar Indonesia itu bukan Jawa mulu yang diperhatiin",setuju rata² orang jakarta wkwk dukung biar indonesia jawa mulu diperhatiin,-4.8143,0
callme_ur.mine,jadi ibukota Indonesia: nusantara?,kota indonesia Indonesia,-0.731,0
calmhirup,nambah tebel buku sejarah SMP,tebal buku sejarah smp,-0.0327,0
calonakhirat2,ayah terbaik sehat selalu bpk presiden ir jokowidodo,ayah terbaik sehat presiden ir jokowi,5.9137,1
calonmayat765,Keren,keren,3.8776,1
can.idy,"gapapa pa,tapi semoga ongkir shopee jangan dimahalin ya\U0001faf6🏻😭",patapi semoga ongkos kirim shopee dimahalin yah,1.6023,1
candrawiranatawir,tul bangunan tinggi di dki jdi in sarang burung walet sj😁,tul bangunan dki sarang burung walet,-0.4416,0
cantik990,"kurang investor ,rakyat nya ganti yg jdi target berikutnya",investor rakyat nya ganti target,-1.4891,0
caramelmaciato151,"merindinggg wey🥺 akhirny klimntan dilirik jugaaaa, plis bikin kreta api di kltim paaak",merindinggg wey akhirny kalimantan dilirik jugaaaa tolong kereta api kalimantan timur paaak,-2.644,0
cariapdisini_629,tapi kan kalimantan adalah paru paru dunia,kalimantan paru paru dunia,-0.1298,0
caricuan_17,ntar kalok jakarta tenggelem . katanya tapi😂,sebentar jakarta tenggelem,-0.0362,0
castinguncal,Takutnya spot mancing jdi perumhan elit 🗿,takutnya mancing perumahan elit,-0.9524,0
caturtaufik171,tolak keras,tolak keras,-1.4225,0
cecepcoerniawan,tenang 11 triliun ada dikantong saya,tenang 11 triliun tersedia dikantong,0.6587,1
celoalkahfi,"lanjutkan BPK presiden,kami sepenuh nya mendukung",lanjutkan presidenkami sepenuh nya mendukung,-0.2346,0
cepedeg,tai ah,tai ah,-2.6752,0
ceritapejalankaki,kalau mau bangun sistem baru bukan mindah ke ikn pak.. tapi perbaiki dulu mental seluruh penyelenggara bangsa ini..,bangun sistem mindah kota nusantara perbaiki mental penyelenggara bangsa,-0.398,0
ch.tini,klo aku masih muda auto mau pindah ke ikn baru...,muda mengubah kota nusantara,-0.3256,0
chaesompal,pindah..jakarta akan tenggelam.mslh dana udah ada yg mikir jadi pikirin hidup masing2 ja,pindahjakarta tenggelammslh dana tersedia memikirkan pikirin hidup aja,-2.0572,0
changhono_168,tapi negara baru wkwkwk,pemerintah,-0.7276,0
channelbodol65,"Yang menolak IKN mereka yang biasa demo, sekarang kalau Mau demo jauuh",menolak kota nusantara demonstrasi demonstrasi jauuh,-1.8279,0
chanpadhil1,"itu kata Bpk, Saya tetep optimis INDONESIA bisa maju pak gak perlu ada IKN 😂😂",tetep optimis indonesia majukan tersedia kota nusantara,-0.3273,0
charlesmanalu240,"salam hormat buat pak Jokowi ,semoga sehat dan panjang umur.Horas",salam hormat jokowi semoga sehat umurhoras,9.2261,1
chellyourrs_,"yahh, smg ttp konser2nya di jkt",yahh semoga konser2nya jakarta,0.593,1
chengda5,mnta kerjaan pak.,mnta kerjaan,1.1678,1
cherrygaol,yey akhirnya terealisasikan setelah sekian lama dipersiapkan🥰 semoga dngn pemindahan IKN ini bisa menjadi tahap awal dari MAJU NYA INDONESIA,hore terealisasikan sekian dipersiapkan semoga pemindahan kota nusantara tahap majukan nya indonesia,4.9019,1
chofifah2312,Astagfirullah.\ndi mn negara maju????\n.\ndi sekitar kita masyarakat sulit mencari pekerjaan untuk makan sehari² masih sulit pak?,astagfirullah mn pemerintah majukan masyarakat sulit mencari pekerjaan makan sehari² sulit,-3.3238,0
chris25120_,ibu kota baru harus Pola rakyat baru 🥰,kota pola rakyat,-1.017,0
chris_purnama,"SAYA SANGAT MENDUKUNG, 🥰🥰🥰",mendukung,0.371,1
christianwahono,jos bangat pakde jokowi sama pakde prabowo semoga sehet selalu njih,jos banget pakde jokowi pakde prabowo semoga sehet njih,4.2608,1
christofergabriel8,"sudah siap dong. orang saya tinggal di Kalimantan di, Kalimantan timur lagi",orang tinggal kalimantan kalimantan timur,-2.1447,0
chukka612,maju tapi terjajah yakin dlm hal apa dlm utang piutang,majukan terjajah utang piutang,0.187,1
chuppa76,setuju lah biar merata,setuju biar merata,-0.7983,0
ciayoo_,Hutannya habis 🥲,hutannya habis,-1.6439,0
cicikurniaci,Mimpiii,mimpiii,-0.0327,0
ciiiiiaaa__,setuju bgt. #salamakalsehat,setuju banget salamakalsehat,0.7252,1
cinereboyyy,kedubes negara lain juga pindah dong pak ke kalimantan?,kedubes pemerintah mengubah kalimantan,-0.7293,0
cintaposi,"mantap jokowi baik, mantap jokowi baik",mantap jokowi mantap jokowi,9.2683,1
cipfaa5,welcome to Kalimantan 😍,selamat to kalimantan,0.841,1
citatocitos_,ibu kota pindah Jakarta jadi kota kolaborasi cuyy,kota mengubah jakarta kota kolaborasi cuyy,-2.119,0
ciuhalim,"kalimantan sudah berkorban tanah air mereka, tolong jgn abaikan saudara kami disana jika ada kesemptan kerja dahulu kan mereka",kalimantan berkorban tanah air tolong abaikan saudara tersedia kesemptan kerja,-0.3397,0
cix_pong,bukan fisik nya tapi butuh dana bangun fisik😁😁. kalau bukan butuh fisik bikin tenda saja pak😁😁. lebih alami lebih adem mikirin negara 😁,fisik nya butuh dana bangun fisik butuh fisik tenda alami adem pikir pemerintah,-1.1539,0
clat664,ujungnya masuk ke kantong tikus,ujungnya masuk kantong tikus,0.3205,1
clxiavrl,upacara 17 Agustus tahun ini di selenggarakan di ibu kota baru ga sii,upacara 17 agustus selenggarakan kota sih,-1.6848,0
cobacoba_85,setuju presidenku🥰🥰,setuju presidenku,1.2166,1
codename_z94,yg penting lapangan kerja banyak utk menampung pengangguran di indo,lapangan kerja menampung pengangguran indonesia,1.5716,1
cokopfftt,nasib hutan gimana nanti ya,nasib hutan yah,-1.017,0
comment_biru,mending di Surabaya,surabaya,-0.0327,0
controversy_maniac,jadi was was nanti pas lulus persaingan kerja makin susah🥺,was was pas lulus persaingan kerja susah,-0.3273,0
cordelia.05,takut hutan nya lenyap🥺,takut hutan nya lenyap,-1.3332,0
counter_aulia,IKN pindah bakal murah ga ya ongkir belanja 😂,kota nusantara mengubah murah yah ongkos kirim belanja,-0.416,0
cowomanis12,akan tetap syuliitt.. apabila berhutang terus,syuliitt berhutang,-0.0327,0
crfndell,"jkt tenggelam , kalimantan hutan gundul",jakarta tenggelam kalimantan hutan gundul,-0.7276,0
cucunya_kakekk,karna ada lahan cuan,tersedia lahan uang,-1.2872,0
cutnyak665,sekali pun kita punya utang.,utang,-0.0327,0
cz.mrae,kalo di pikir pikir nanti anak gw belajar nya Ibu kota Indonesia Nusantara,pikir pikir anak belajar nya kota indonesia Indonesia,-2.9044,0
czxy_v,gw cuma takut Kalimantan ga jadi paru paru dunia lagi,takut kalimantan paru paru dunia,-0.8246,0
d0n9h3r1k,perintah undang undang,perintah undang undang,-0.0177,0
d14n194,yang terpenting ciptakan lapangan pekerjaan yg lebih baik dan lebih banyak lagi demi masa depan anak & cucu kita nnti pak ....,terpenting ciptakan lapangan pekerjaan anak cucu,3.2499,1
d_bagindoz,Numpang ngakak doang😂😂😂😂,numpang doang,-1.5402,0
daawah.islam,liat yah orang2 pesimistis di komen ini 10 tahun lagi,lihat yah orang2 pesimistis komentar 10,-4.2259,0
dafapratama9220,gk usah panggil infestor...kan sdh ada 11 trliun dkantong bpk,panggil infestorkan tersedia 11 trliun kantong,-1.1331,0
daffa_3472,gw bingung siapa jadi presiden nanti 🗿,bingung presiden,0.187,1
daffa_sandjaya,warga jiran malah lebih pintar menilai IKN.,warga jiran pintar menilai kota nusantara,-2.9282,0
dafidalfian,dekat Sulawesi donk 😂,sulawesi,-0.0327,0
dafiiiiiiiiiiiiii,rencana yg sangat mantab ...jika Jakarta setahun turun terus ....permukaan tanah nya ini salah satu solusi,rencana mantap jakarta setahun turun permukaan tanah nya salah solusi,0.0388,1
dallkrnwn_,semoga dengan pindahnya ibu kota baru menjadikan Indonesia dengan ekonomi yang baik,semoga pindahnya kota menjadikan indonesia ekonomi,1.7043,1
dana_melon,Setuju kehidupan sehat yg baru,setuju kehidupan sehat,2.5534,1
dandelion472,"itulah hebatny pemimpin dlu,dikalkulasi,dipertimbangkn,klau skrg main pindah aj,",hebatnya pemimpin main mengubah aja,-0.2435,0
daniaditama10,paru paru bumiku,paru paru bumiku,-0.7276,0
danianovitasari3,Tidak menolak sebenarnya cm proyeknya dibuat jangka panjang supaya tdk menguras terlalu banyak APBN.,menolak proyeknya jangka menguras anggaranan pembangunan belanja negara,-3.6231,0
daniheyanto,"harus dong, iya betull, yee jelas, yesss gak sabar, gass, iya betul, baikk doong, yehh jelass, iya bestt, iya ngedukung banget, yess betull",iya yee ya sabar gas iya baikk doong yehh jelass iya bestt iya ngedukung banget ya,-1.9398,0
daniilyas985,Jangan biarkan INDONESIA TERJUAL,biarkan indonesia terjual,-2.2351,0
danirandom123,padahal hutan Indonesia di tangan Kalimantan 🥺gimana jadi nya Kalimantan ya Jakarta aja polusi nya gak bisa di atas apa lagi ibu kota baru ini,hutan indonesia tangan kalimantan nya kalimantan yah jakarta polusi nya kota,-4.0234,0
daniyal.fairuzs,bentar lagi akan masukin bukan Agustus,bentar masukin agustus,-0.7276,0
danstore2,mantapppp pakk..\npokoknya saya setuju pakk\ndemi kemajuan NKRI,mantap pakk pokoknya setuju pakk kemajuan indonesia,3.9195,1
daplunklwk,aku aja yang orang jawa aja cuman lewat. .jakarta,orang jawa cuman jakarta,-3.3504,0
dapoerholiday,"Jakarta akan tetap menjadi pusat ekonomi dan bisnis, seperti contoh Turki, pusat ekonomi dan bisnisnya di Istanbul pusat pemerintahannya di Ankara",jakarta pusat ekonomi bisnis contoh turki pusat ekonomi bisnisnya istanbul pusat pemerintahannya,-3.3406,0
dapur_hotnidaa,malasih presidenku,presidenku,0.8818,1
dara.marshalena,Tpi pusat perekonomian kaya nya tetep dijakarta,pusat perekonomian kaya nya tetep jakarta,-3.7099,0
darahpacitan,"tidak perlu maju yg ptg sejahtera, itu psti maju",majukan sejahtera majukan,1.7964,1
dariahriah33,mantaaap,mantaaap,-0.0327,0
darkroom01_,Berharap pas pembangunan ibu kota baru gak ada perkabelan dalam artian kabelnya ditanam gitu kayak di Batam kan aesthetic😉,berharap pas pembangunan kota tersedia perkabelan artian kabelnya ditanam gitu batam estetika,-3.1441,0
darnoptbest,perencanaan bagus untuk jangka panjang..,perencanaan bagus jangka,0.9588,1
darwin16075,Masa depan yang digadaikan...,digadaikan,-0.0327,0
darwinhutasoit346,luar biasa benar benar presiden pilihan Tuhan melaui suara rakyat,presiden pilihan tuhan melaui suara rakyat,0.3517,1
daryantoanto85,Sakarepmu 😜😜😜,sakarepmu,-0.0327,0
dasrial241161,"bunga utang numpuk, duit nya dari.mana....",bunga utang numpuk duit nya darimana,-1.3332,0
datmo12,Kolaborasi yang mantabzzzzz,kolaborasi mantabzzzzz,-0.0327,0
datu_b,IKN Borneo,kota nusantara borneo,-0.7276,0
daunnanas,"ingat gais, hari senin harga naik 😂",gais senin harga,-1.1331,0
davautiwi67,yeeeeeeeeeey aku tinggal di sana,hore tinggal,1.3501,1
davidcreator07,ahhhh cakpe deh,ahhhh cakpe deh,-0.168,0
davidputrachaniago,uang nya dari mana,uang nya,-1.8928,0
davidyaniaeylah,terus kapan luar jawa di pentengke.\nnak ono ne mek jowo tok mas.\nseng liyo yo pengen maju barang.,jawa pentengke nak ne jowo tok mas yo majukan barang,2.4827,1
davitdavit7876,"kantor sales nya dimana ni, mau ngelamar",kantor sales nya dimana nih ngelamar,0.582,1
dderlang,IKN untuk siapa?,kota nusantara,-0.7276,0
ddhepao1_,Keren bapak gua,keren,3.8776,1
de_yo_ga,"setuju, untuk kemajuan bangsa, betul banget itu pak",setuju kemajuan bangsa banget,2.8908,1
dea11459,doa slalu yg terbaik slalu untuk mu wahai bapak negara qu tercinta🥰🥰🥰,doa terbaik mu pemerintah qu tercinta,1.6468,1
dealovamarchel,pak de Jokowi hebat👍👍\nkami cinta Jokowi🥰\norang baik\norang hebat\nTUHAN menyertai bapak JOKOWI & INDONESIA MAJU😇,jokowi hebat cinta jokowi orang orang hebat tuhan menyertai jokowi indonesia majukan,9.2503,1
deatiwana,pertanyaan nya uang nya dari mana,nya uang nya,-2.4985,0
debbydeborangel,aaaa yang ditunggu ni,aaaa ditunggu nih,0.9645,1
deboralucy609,wahh semoga lancar ya pembangunanya,wahh semoga lancar yah pembangunanya,2.8534,1
deborasrioctavia,Jokowi 3 periode,jokowi 3 periode,1.9115,1
debriantodebriant5,ibu kota di pindahkan ngak sempang itu aja pasti sudah dipikirkan alasan nya dan pasti pemerintah mengusahakan yg terbaik untuk dan bangsa negara kita,kota pindahkan sempang dipikirkan alasan nya pemerintah mengusahakan terbaik bangsa pemerintah,-0.9147,0
dedehmaulidah1,keren pak kenapa pembangunan gencar perumahan di bogor pak,keren pembangunan gencar perumahan bogor,2.9561,1
dedehyunengsih19,setuju,setuju,0.302,1
dedetgeneration,"bisa GK transformasi mulai dari migas,,,, bahan baku - produk jadi TDK lagi impor kedepannya",transformasi migas bahan baku produk impor kedepannya,-0.0362,0
dedihikalsani98,"mantap presiden ku, harus berpikir positif jgn pesimis\n@INDONESIA MAJU🇮🇩 ndonesia maju",mantap presiden berpikir positif pesimis majukan ndonesia majukan,4.0276,1
dedinazurah,ikn sebagai basis proyek baru,kota nusantara basis proyek,-0.7276,0
dedisupriyadi4756,😁😁😂 suka ada ujungnya 😁😁😂😂 cukup tau aja,suka tersedia ujungnya,1.2578,1
dedynjs,Jokowi isthe best ptesident,jokowi isthe terbaik ptesident,1.9115,1
deebabys23,"marketing 🌟5\nno.. no.. no..\ninvest asing sewa tanah berapa taun, pak ?",marketing 5 no no no invest asing sewa tanah,-0.7276,0
defitbgdbasa,"dukung IKN...\njokowi 👍, dukung IKN...\njokowi 👍",dukung kota nusantara jokowi dukung kota nusantara jokowi,3.2734,1
deiyancitizen,tidak bisa d percaya,percaya,0.2532,1
dek_allviii,pelajaran ips nambah materi baru lagi🤣,pelajaran ips materi,-0.2185,0
dekelsjr,kalau boleh jangan ngutang ya pak😌,berhutang yah,-1.4207,0
deksayang2023,pengen ikut pindah ke kalimantan 😂😂😂,mengubah kalimantan,-0.0344,0
delimajuntaq,Bapak Presiden Terbaik ku,presiden terbaik,0.8818,1
demaganteng2,setuju dong bir klo ada yg demo bisa di hadang sama orng dayak,setuju bir tersedia demonstrasi hadang orang dayak,-0.7079,0
den_99819,intinya :\n1. pemerataan seluruh negri\n2. menyelamatkan jakarta dan Jawa\n3. kalimantan tepat ada ditengah2,intinya 1 pemerataan negeri 2 menyelamatkan jakarta jawa 3 kalimantan tersedia ditengah-tengah,-1.4667,0
denai550,rakyat Kalimantan kalian sadarlahh,rakyat kalimantan sadarlahh,-0.3221,0
denbgus.com,Kan Ada utangan di Bank Dunia tinggal utang gampang ko yg mau bayar yah Terserah ja siapa yg mau,tersedia utangan bank dunia tinggal utang gampang ko bayar yah terserah aja,-6.838,0
denipermanadinata,"bismillah,apapun rencananya mudah mudahan ini yg terbaik buat kita semua",rencananya mudah mudahan terbaik,2.1611,1
denipurnama7,pas banget 2024 pas pemilu udah tau bAkl da demo besaran mKnya pindah ibu kota😂😂😂 cakep dah😂😂,pas banget 2024 pas pemilu demonstrasi besaran mknya mengubah kota cakep udah,2.7778,1
denisetiawan004,"duh klo mau demo ke istana biaya makin gede dong ini nyebrang lautan, aman dri demo",duh demonstrasi istana biaya menyebrang lautan aman demonstrasi,-3.1531,0
denmaz_moch,Emang kalau negara mau maju harua bikin ibukota baru ya...hutang baru keles,pemerintah majukan harua kota yahutang keles,-1.2027,0
dennyandi515,BETUUUUULLLLLLLLL,betuuuuulllllllll,-0.0327,0
dennymanari,ini baru presiden no 1 ku🥰🥰🥰,presiden no 1,0.8818,1
denysoo_,gue orang jawa sangat mendukung pemindahan ibukota baru,orang jawa mendukung pemindahan kota,0.2722,1
deppialung777,udah ngak sabar nunggu tahun 2024 gantiiiiiiiiiiii,sabar nunggu 2024 gantiiiiiiiiiiii,2.6029,1
depslam,investor nya ga ada gt pak... 😁,investor nya tersedia gitu,-1.2687,0
deqyu_shop,perbaiki ekonomi rakyat dulu pak yg masih morat marit...,perbaiki ekonomi rakyat morat marit,-1.4225,0
deray.1818,gak segampang itu perguso 😁,segampang perguso,-1.1331,0
derian1912,"Semua akan terjawab nanti kalau sudah jadi ibukota baru, apakah iklimnya akan sama masih hijau atau nanti hijaunya bakal hilang dan jadi gedung2",terjawab kota iklimnya hijau hijaunya hilang gedung2,-1.6456,0
deryfebry0,sy tetap Jakarta ...,jakarta,-0.7276,0
deschamays,sayang Bapak banyak2🥰🥰,sayang banyak2,1.1442,1
deshafacollection,lebih suka indonesia jd paru dunia melalui kalimantan dan pulau lainnya. melindungi semua insan.,suka indonesia paru dunia kalimantan pulau melindungi insan,2.4118,1
desilukman0,bbm dlu turun kn pak,bbm turun,-2.1156,0
desipuspasari92,"apapun itu insyaallah hal positif, nah bener banget nih",apapun insyaallah positif banget nih,1.2036,1
dessiarmoyeni,yg penting dapat duit dulu...terserah selanjutnya,duit duluterserah,-0.7276,0
destroy.12,ora urus yg penting gua bisa idup dengan keadaan aman damai dan sentosa,urus idup aman damai sentosa,-1.256,0
deuxergamingindo,yeaaaay kalimantan Timur itu ikn,yeaaaay kalimantan timur kota nusantara,-1.8279,0
deviayu733,"terima ksh atas kerja keras bapak saya rakyat kecil slalu menginginkan yg terbaik untuk indonesia, semuga bapak slalu dlm lindungan allah subhanahuwatala amiinn 2 ye rbbl alamin 🙏🙏🙏🙏🙏🙏🤲🤲🤲🤲",terima kasih kerja keras rakyat terbaik indonesia semoga lindungan allah subhanahuwatala amin 2 ya rbbl alamin,9.3159,1
devina719,jakartaaaaaa 🥺,jakartaaaaaa,-0.0327,0
dewaamor341,Mantaaab BPK bangsa💪❤️🇮🇩👍🙏,mantaaab bangsa,1.2183,1
dewamadeoka585,Rahayu Indonesiaku,rahayu indonesiaku,-0.0344,0
dewifebriana7,setuju pak de..harus berani,setuju deharus berani,0.118,1
dewifortuna602,mendukung lah,mendukung,0.371,1
deyan.s86,asal jangan ngutang gak apa apa pak de,berhutang,-0.0327,0
dfsrwdy,yg penting klo ada artis mau konser tolong tetep jakarta sajah🙂😬,tersedia artis konser tolong tetep jakarta sajah,-2.7476,0
dhanie053,Ibukota Indonesia bakal jadi ibukota terindah didunia🤩🤩😎👍👏,kota indonesia kota terindah dunia,-0.1366,0
dhanymr.com,pantasan jalan sepaku di baiki KD rusak parah kgi,pantasan jalan sepaku baiki kd rusak parah kgi,-3.2052,0
dhawsarga,kata bapak Yusuf Kalla IKN akan banyak masalah....!!!,yusuf kalla kota nusantara,-0.7276,0
dhayatz_hidayatz,Negara Maju....Rakyat Sengsara 😅,pemerintah majurakyat sengsara,-0.7276,0
dheabundanealqarni,salam Pancasila salam Nusantara,salam pancasila salam Indonesia,4.5656,1
dhilah2978,"belum nanti kaltim macet, belum nanti kaltim macet",kalimantan timur macet kalimantan timur macet,-3.6231,0
dhinoselyupuitusoalima,IKN: IBU KOTA NASACOM,kota nusantara kota nasacom,-1.4225,0
